questionset,questionID,section,question,answer1,answer2,answer3,answer4,correctAnswer,selectedAnswer,isCorrect,skipReview,inBonusSection,ausValueSelectedAnswer,ausValueIsCorrect
16,12,3,The power of government is controlled by:,The Queen,The Governor-General ,Dividing power among the three arms of government ,Dividing power among the Prime Minister and the Governor-General ,3,0,0,0,0,0,0
16,13,3,The role of the Governor-General is to:,Report to the Queen ,Appoint the Prime Minister ,Appoint the state premiers ,Sign Bills that were passed by the Parliament ,4,0,0,0,0,0,0
16,14,3,New laws or amendments to the laws are proposed by:,The Queen ,The elected members of the Australian Parliament ,The citizens ,All of the above ,3,0,0,0,0,0,0
16,15,4,AusValue: Why is it important that all Australian citizens vote to elect the state and federal parliament? ,By voting%comma% Australian citizens have a say in how Australia is governed and contribute to its future,There is a huge fine,To eligible for applying for a passport,To demonstate your loyalty to Australia,1,0,0,0,0,0,0
16,16,4,AusValue: Australian values based on ______? ,Freedom,Respect,Fairness and equality of opportunity,All of the above,4,0,0,0,0,0,0
16,17,4,AusValue: In Australia%comma% is it acceptable for a husband to be violent towards his wife if she has disobeyed or disrespected him? ,No,Yes with limitation of once every 6 months,Yes with limitation of once a year,Yes%comma% if no one sees it,1,0,0,0,0,0,0
16,18,4,AusValue: Which of the following is NOT correct about Australian parliamentary democracy? ,Voting is compulsory,The first election was in year 1801,Australian laws are determined by parliaments elected by the Australian people,There are two Houses; Senate and House of representatives,2,0,0,0,0,0,0
16,19,4,AusValue: Which of the following is an example of contributing to Australian community? ,Volunteering of fundraising for a charity is a great opportunity to strengthen our community.,I should not make any effort to get the know other people.,People in Australia should not contribute to the community because Australia is a safe country.,I work for Australian Armed Force.,1,0,0,0,0,0,0
17,0,1,_________ the Southern Cross is located on the Australian National Flag.,On the right,On the left,In the Centre,On the bottom left,1,0,0,0,0,0,0
17,1,1,The red colour on the bottom half represents ______on the Australian Aboriginal Flag,The Peace,The Sun,A spiritual relation to the land and the earth,Aboriginal people,3,0,0,0,0,0,0
17,2,1,_____ represent the points of the white star on the Torres Strait Islander Flag,A symbol for all Torres Strait Islanders,A symbol of peace,The island groups in the Torres Strait,A symbol of hope,3,0,0,0,0,0,0
17,3,1,_____ represents the black colour on the top half on the Australian Aboriginal Flag,Australia%quote%s Aboriginal people,A spiritual relation to the land and the earth,The Land,The Sky,1,0,0,0,0,0,0
17,4,1,_____represents the black lines on the Torres Strait Islander Flag,The peace,The Torres Strait Islander people,The Land,The Sky,2,0,0,0,0,0,0
17,5,2,Being an Australian%comma% the right to ______ comes,Apply for work in the Australian Defence Force or the Australian Public Service,Vote in a referendum%comma% federal and state or territory elections,Apply for Australian passport,All of the above,4,0,0,0,0,0,0
17,6,2,Which is true statement from following?,Torres Strait Islanders live in New Zealand,Torres Strait Islanders live in mainland Australia.,Torres Strait Islanders do not have a distinct cultural identity.,Torres Strait Islanders have a distinct cultural identity.,4,0,0,0,0,0,0
17,7,2,Which of the following is true about jury service in Australia?,Serving on a jury is voluntary,Only Aboriginals can serve on a jury,Australian citizens must serve on a jury if called to do so,None of the above,3,0,0,0,0,0,0
17,8,2,Which of the following statements is correct about education in Australia?,Only men can attend university in Australia,Everyone is required to attend university in Australia,Both Australian men and women may go to university if they choose to,None of the above,3,0,0,0,0,0,0
17,9,3,Which of the following is correct about the Queen%quote%s role?,She appoints the Prime-Minister ,She signs of Bills,She does not play a day-to-day role in Australia%quote%s government ,She pays for all government expense ,3,0,0,0,0,0,0
17,10,3,What is %quote%Executive power%quote% in the Australian Constitution?,The power to put laws into practice ,The power to execute criminals ,The power to make laws ,The power to change laws ,1,0,0,0,0,0,0
17,11,3, Australia is divided into _____ and Australians vote for one person to represent them in the House of Representatives.,Area electorates ,State electorates ,Federal electorates ,Territory electorates ,3,0,0,0,0,0,0
17,12,3,The judges and magistrates are appointed by:,The Queen ,The government ,The police ,The citizens ,2,0,0,0,0,0,0
17,13,3,In what year did the Australian Constitution take effect?,1801,1850,1877,1901,4,0,0,0,0,0,0
17,14,3,Who is responsible for conducting federal elections and referendums?,The Prime Minister ,The Sentors ,The Australian Electoral Commission ,The Governor-General ,3,0,0,0,0,0,0
17,15,4,AusValue: What is NOT a benefit of volunteering? ,It is a great opportunity to share knowledge,You are able to claim tax deduction,It will help you learn a new skill,It increases your integration into and sense of belonging to the Australian community,2,0,0,0,0,0,0
17,16,4,AusValue: Should people in Australia make an effort to learn English? ,People in Australia should speak whichever language is most commonly spoken in their local neighbourhood.,There is no expectation to learn any particular language in Australia.,Yes%comma% English is the national language of Australia and it helps. To get an education%comma% a job and to integrated into the community.,No%comma% you may put effort to learn most commonly spoken in your state.,3,0,0,0,0,0,0
17,17,4,AusValue: Which of the following is an example of equality of all people under the law? ,Any Australian citizen is eligible to apply for a passport regardless of their age.,All men%comma% but not women%comma% can join the Australian Defence Force.,Men and women should be provided equality of opportunity to pursue their goals and interests,Only wife can apply for a divorce to the courts,3,0,0,0,0,0,0
17,18,4,AusValue: Which of the following is NOT correct about Commitment to the Rule of Law? ,Australian laws apply to all people in Australia,Australian laws apply to permanent residents and citizens of Australia only,Importantance of laws is to maintain a peaceful and orderly society,In Australia%comma% everybody must obey the law and not break it at any time%comma% otherwise you will face panalties,2,0,0,0,0,0,0
17,19,4,AusValue: In Australia%comma% are people free to choose who they marry or not marry? ,No%comma% your parent will choose for you,No%comma% your local council will choose for you,Yes,Depends on your income,3,0,0,0,0,0,0
18,0,1,Which of these is the most important to live and work in Australia?,Travelling,Walking,Communicating in English,Driving,3,0,0,0,0,0,0
18,1,1,By whom the first colony of New South Wales was established?,Asians,British,Americans,Indonesian,2,0,0,0,0,0,0
18,2,1,The population of Australia was __________ when the Commonwealth of Australia was officially formed.,About 4 million people plus the Indigenous people ,About 4 million people including the Indigenous people ,About 6 million people plus the Indigenous people ,About 8 million plus the indigenous people ,1,0,0,0,0,0,0
18,3,1,Who can apply for an Australian passport?,Permanent residents of Australia ,Citizens of Australia ,Visa students of Australia ,All of the above ,2,0,0,0,0,0,0
18,4,1,The Aboriginal people of Australia were from:,China,Mainland Australia ,Tasmania,B and C,4,0,0,0,0,0,0
18,5,1,The first governor of the New South Wales colony was:,Sir Peter Sydney ,Sir Arthur Sydney ,Captain Peter Cook ,Captain Arthur Phillip ,4,0,0,0,0,0,0
18,6,1,_______ is the capital city of New South Wales.,Sydney,Perth,Melbourne,Canberra,1,0,0,0,0,0,0
18,7,2,Identify the statement that is true from following:,Australia%quote%s laws protect only the senior citizens of Australia,Australia%quote%s laws protect only the people born in Australia,All Australians have the right to be protected by Australia%quote%s laws,None of the above is true,3,0,0,0,0,0,0
18,8,2,What should you do as an Australian citizen?,Serve on a jury if called to do so,Not serve on a jury if called to do so,Not defend Australia should the need arise,Not vote in elections,1,0,0,0,0,0,0
18,9,3,What is needed for the Australian Constitution to be changed in a referendum?,A single majority ,Queen%quote%s approval ,A double majority ,The Sentors%quote% approval,3,0,0,0,0,0,0
18,10,3,Which of the following statements is correct?,The states and the Northern Territory have their own police forces ,Territories do not have their own police forces ,The states and the Northern Territory have their own army ,Only Sydney has its own police force ,1,0,0,0,0,0,0
18,11,3,Another name for the Senate is:,Upper House,Lower House,Senate House,Old House,1,0,0,0,0,0,0
18,12,3,Who has the right to be represented by a lawyer in court?,Only male Australians ,Only politicians ,Only the wealthy people ,Everyone,4,0,0,0,0,0,0
18,13,3,Everyone must wear ______ when travelling in a car in Australia.,Safety jacket ,Sunglasses ,Safebelt,Underwear,3,0,0,0,0,0,0
18,14,3,Who can seek election to parliament in Australia?,Permanent residents in Australia ,Australian citizens who are 18 years old or over ,Anyone older than 16 years old ,Employee of the parliament,2,0,0,0,0,0,0
18,15,4,AusValue: Which of the following is an example of mutual respect and tolerance for others? ,It is acceptable if John uses only verbal violence when he has a disgreement with Tommy,Amy listens to others and respecting their views and opinions%comma% even when they are different from your own,Anyone can create and share racially offensive material on Internet as long as it is anonymous and no specific offense to anyone,Mutual repect only applies to for people with 18 years of age and older,2,0,0,0,0,0,0
18,16,4,AusValue: What is NOT Australian values? ,Freedom of speech and mutual respect. ,Rule of law,Barbecue food,Equality of opportunity and the importance of democracy.,3,0,0,0,0,0,0
18,17,4,AusValue: Which of the following is an example of helping to keep our society safe? ,If a person in Australia sees or has knowledge of a child being abused%comma% they should report this to the police to investigate,Give money to police whenever possible,Have a safety deposit in your house to keep your valuables,All of the above,1,0,0,0,0,0,0
18,18,4,AusValue: What is an important of English language learning in Australia community? ,It helps to get an education%comma% a job and better integrate into the community,It helps you to get a concession card,It is to show your loyalty to Australia,It is the most spoken language in the world,1,0,0,0,0,0,0
18,19,4,AusValue: The power of government comes from? ,The Prime Minister ,The Queen,The God,The Australian people,4,0,0,0,0,0,0
